Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,10.09.,13:00,BB WM,Argentinien,97:87,Serbien,FIBA Weltmeisterschaft
002,10.09.,14:30,WM Q,Indonesien,0:3,Thailand,"WM Qualifikation, Asien"
003,10.09.,14:45,WM Q,Malaysia,1:2,Ver. Arab. Emirate,"WM Qualifikation, Asien"
004,10.09.,15:00,U21 EMQ,Kasachstan U21,1:2,Israel U21,U21 EM Qualifikation
005,10.09.,15:00,BB WM,Spanien,90:78,Polen,FIBA Weltmeisterschaft
006,10.09.,16:00,WM Q,Turkmenistan,0:2,Südkorea,"WM Qualifikation, Asien"
007,10.09.,16:30,U21 EMQ,Griechenland U21,1:0,Litauen U21,U21 EM Qualifikation
008,10.09.,17:00,WM Q,Angola,2:1,Gambia,"WM Qualifikation, Afrika"
009,10.09.,18:00,INT FS,Jordanien,2:4,Paraguay,Internationale Freundschaftsspiele
010,10.09.,17:00,DEN CUP,Middelfart BK,0:2,Skive IK,Dänemark Landspokalturneringen
011,10.09.,17:15,DEN CUP,Varde IF,3:4,Thisted FC,Dänemark Landspokalturneringen
012,10.09.,17:30,WM Q,Kuwait,0:3,Australien,"WM Qualifikation, Asien"
013,10.09.,19:00,WM Q,Sudan,0:0,Tschad,"WM Qualifikation, Afrika"
014,10.09.,18:00,WM Q,Jemen,2:2,Saudi Arabien,"WM Qualifikation, Asien"
015,10.09.,18:00,U21 EMQ,Polen U21,4:0,Estland U21,U21 EM Qualifikation
016,10.09.,18:00,U21 EMQ,Finnland U21,1:1,Nordirland U21,U21 EM Qualifikation
017,10.09.,18:15,DEN CUP,B 1908 Amager,2:5,Hvidovre IF,Dänemark Landspokalturneringen
018,10.09.,18:30,U21 EMQ,Schweden U21,1:3,Irland U21,U21 EM Qualifikation
019,10.09.,18:30,U21 EMQ,Dänemark U21,2:1,Rumänien U21,U21 EM Qualifikation
020,10.09.,19:00,U21 EMQ,Serbien U21,1:1,Lettland U21,U21 EM Qualifikation
021,10.09.,19:00,U21 EMQ,Niederlande U21,5:1,Zypern U21,U21 EM Qualifikation
022,10.09.,19:00,U21 EMQ,Weißrussland U21,0:2,Portugal U21,U21 EM Qualifikation
